"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 21 20:50:19 IST 2023","Tue Mar 21 20:50:26 IST 2023","7796","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario9","Scenario9","Create a booking with 2 segments, 2 passengers, stored fare per passenger (2 fare basis code, base fare, not valid before/after date, fare calculation line, 2 bagagge allowance, sale location, 1 free-flow remark, tour code, 2 endorsements, last ticketing date, original origin/destination city, bankers rate, original issue and form of payment Credit Card) and ticketing"
"passed","Tue May 16 14:55:34 IST 2023","Tue May 16 14:55:35 IST 2023","1460","Default Suite","Copa_API_WebServices","MODULES.WAVE3.EncodeDecodeService.TestRunner","MODULES.WAVE3.EncodeDecodeService.TestRunner","Scenario3","Scenario3","Encode airline United"
"passed","Wed Apr 05 18:51:39 IST 2023","Wed Apr 05 18:51:48 IST 2023","9212","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario10","Scenario10","Credit Card search (multiple results)"
"passed","Tue Apr 04 16:58:01 IST 2023","Tue Apr 04 16:58:07 IST 2023","5242","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario1","Scenario1","Display a host airline booking"
"passed","Wed Mar 15 13:01:24 IST 2023","Wed Mar 15 13:01:29 IST 2023","4630","Default Suite","Copa_API_WebServices","MODULES.WAVE3.ScreenTextService.TestRunner","MODULES.WAVE3.ScreenTextService.TestRunner","Scenario2","Scenario2","Error ScreenText - Not allowed entry"
"passed","Tue Apr 04 14:36:19 IST 2023","Tue Apr 04 14:36:25 IST 2023","5658","Default Suite","Copa_API_WebServices","MODULES.WAVE3.AirScheduleService.TestRunner","MODULES.WAVE3.AirScheduleService.TestRunner","Scenario1","Scenario1","One request with vendor preferences"
"passed","Thu Feb 16 11:45:06 IST 2023","Thu Feb 16 11:45:10 IST 2023","4418","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario2","Scenario2","Assign aircraft with generic and specific seat reaccommodation"
"passed","Tue Apr 11 15:58:56 IST 2023","Tue Apr 11 15:59:02 IST 2023","5819","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario20","Scenario20","Advance Seat Assignment on OA flight"
"passed","Fri Mar 24 20:45:12 IST 2023","Fri Mar 24 20:45:24 IST 2023","12373","Default Suite","Copa_API_WebServices","MODULES.WAVE3.SynchronizeTicketService.TestRunner","MODULES.WAVE3.SynchronizeTicketService.TestRunner","Scenario3","Scenario3","Adjust flight number and flight date"
"passed","Wed Mar 15 19:49:25 IST 2023","Wed Mar 15 19:49:32 IST 2023","6368","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario3","Scenario3","Create a booking with 4 segments (HA), 2 passengers (1 frequent flyer and 1 infant), 1 email, stored fare, 1 OSI, 1 remark, Advance Seat Assignment and ticketing."
"passed","Wed Mar 22 13:17:52 IST 2023","Wed Mar 22 13:18:00 IST 2023","7996","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario15","Scenario15","Passengers with frequent traveler number for reward redemption (SSR FQTR) and name remark"
"passed","Wed Mar 15 18:22:20 IST 2023","Wed Mar 15 18:23:47 IST 2023","87046","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario4","Scenario4","Check for invalid Ticketing in request"
"passed","Wed Apr 05 19:04:39 IST 2023","Wed Apr 05 19:04:50 IST 2023","10983","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario11","Scenario11","FQTV search (multiple results)"
"passed","Wed Mar 15 18:46:38 IST 2023","Wed Mar 15 18:46:43 IST 2023","4514","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario6","Scenario6","Create a booking with 1 segment, 1 passenger, stored fare (1 fare basis code, base fare, not valid before/after date, fare calculation line, bagagge allowance, sale location, 1 free-flow remark, tour code and form of payment CASH) and time limit"
"passed","Tue Feb 14 18:10:49 IST 2023","Tue Feb 14 18:10:56 IST 2023","7245","Default Suite","Copa_API_WebServices","MODULES.WAVE3.PassengerListService.TestRunner","MODULES.WAVE3.PassengerListService.TestRunner","Scenario1","Scenario1","Display the passenger list All option"
"passed","Tue Mar 28 12:30:12 IST 2023","Tue Mar 28 12:30:14 IST 2023","1528","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketControlService.TestRunner","MODULES.WAVE3.TicketControlService.TestRunner","Scenario2","Scenario2","Push control of multiple coupons within one ticket"
"passed","Wed Mar 08 19:46:51 IST 2023","Wed Mar 08 19:47:03 IST 2023","12524","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketingService.TestRunner","MODULES.WAVE3.TicketingService.TestRunner","Scenario2","Scenario2","Ticket one passenger, 6 flights in booking with credit card form of payment (conjunction tickets)"
"passed","Mon Mar 06 17:29:37 IST 2023","Mon Mar 06 17:29:50 IST 2023","13377","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketControlService.TestRunner","MODULES.WAVE3.TicketControlService.TestRunner","Scenario3","Scenario3","Disassociation: EMD coupon 1 with ETKT coupon 1"
"passed","Mon Mar 27 16:29:27 IST 2023","Mon Mar 27 16:29:30 IST 2023","3432","Default Suite","Copa_API_WebServices","MODULES.WAVE3.ModifyTicketingService.TestRunner","MODULES.WAVE3.ModifyTicketingService.TestRunner","Scenario1","Scenario1","Void a Ticket"
"passed","Tue Mar 28 18:58:06 IST 2023","Tue Mar 28 18:58:08 IST 2023","1686","Default Suite","Copa_API_WebServices","MODULES.WAVE3.AirScheduleService.TestRunner","MODULES.WAVE3.AirScheduleService.TestRunner","Scenario3","Scenario3","Request with departure time that will return date change flights"
"passed","Tue Mar 07 18:45:35 IST 2023","Tue Mar 07 18:45:42 IST 2023","7860","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketingService.TestRunner","MODULES.WAVE3.TicketingService.TestRunner","Scenario5","Scenario5","Issue bulk ticket for a PNR with two pax"
"passed","Wed Apr 05 20:12:56 IST 2023","Wed Apr 05 20:13:04 IST 2023","7459","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario14","Scenario14","FQTV search (multiple results)"
"passed","Wed Mar 22 11:52:00 IST 2023","Wed Mar 22 11:52:05 IST 2023","4866","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario14","Scenario14","Special passenger type - Jumpseat"
"passed","Wed Mar 08 19:33:21 IST 2023","Wed Mar 08 19:33:32 IST 2023","10361","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketingService.TestRunner","MODULES.WAVE3.TicketingService.TestRunner","Scenario4","Scenario4","Reissue - add collect with credit card"
"passed","Tue Apr 04 20:34:29 IST 2023","Tue Apr 04 20:34:37 IST 2023","8198","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario2","Scenario2","Display booking by both record locator and Eticket number"
"passed","Wed Mar 15 19:43:52 IST 2023","Wed Mar 15 19:43:58 IST 2023","6259","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario2","Scenario2","Create a booking with 4 segments, 2 passengers (1 frequent flyer and 1 infant), stored fare, 1 telephone, 1 remark, 2 SSRs and ticketing."
"failed","Mon Mar 27 16:29:30 IST 2023","Mon Mar 27 16:29:35 IST 2023","4216","Default Suite","Copa_API_WebServices","MODULES.WAVE3.ModifyTicketingService.TestRunner","MODULES.WAVE3.ModifyTicketingService.TestRunner","Scenario2","Scenario2","Multiple passenger list request"
"passed","Thu Apr 06 16:40:28 IST 2023","Thu Apr 06 16:40:39 IST 2023","11707","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario18","Scenario18","Display booking history with adding/deleting remarks, SSR, OSI and phone"
"passed","Wed Apr 05 13:50:27 IST 2023","Wed Apr 05 13:50:34 IST 2023","6913","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario4","Scenario4","Display confirmed booking list"
"passed","Wed Apr 05 19:12:14 IST 2023","Wed Apr 05 19:12:22 IST 2023","8517","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario9","Scenario9","Credit Card search (multiple results)"
"passed","Wed Mar 22 11:45:13 IST 2023","Wed Mar 22 11:45:18 IST 2023","5365","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario13","Scenario13","Special passenger type - Non Revenue Space Available staff travel"
"passed","Wed Mar 15 18:36:45 IST 2023","Wed Mar 15 18:36:50 IST 2023","4863","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario5","Scenario5","Check for invalid PriceInfo in request"
"passed","Wed Apr 05 14:36:08 IST 2023","Wed Apr 05 14:36:16 IST 2023","8644","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario7","Scenario7","Display confirmed booking by 2nd flight in booking"
"passed","Wed Apr 05 19:15:52 IST 2023","Wed Apr 05 19:16:08 IST 2023","16068","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario6","Scenario6","Search a booking by frequent traveler number"
"passed","Wed Apr 05 19:51:10 IST 2023","Wed Apr 05 19:51:14 IST 2023","3797","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario13","Scenario13","FQTV search (multiple results)"
"passed","Tue Mar 07 19:03:13 IST 2023","Tue Mar 07 19:03:23 IST 2023","9438","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketingService.TestRunner","MODULES.WAVE3.TicketingService.TestRunner","Scenario6","Scenario6","Issue bulk ticket for a PNR with two pax"
"passed","Wed Mar 15 14:21:53 IST 2023","Wed Mar 15 14:21:58 IST 2023","5230","Default Suite","Copa_API_WebServices","MODULES.WAVE3.ModifyBookingService.TestRunner","MODULES.WAVE3.ModifyBookingService.TestRunner","Scenario2","Scenario2","Itinerary Changes"
"passed","Wed Apr 05 20:35:08 IST 2023","Wed Apr 05 20:35:17 IST 2023","8371","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario15","Scenario15","Display active fare quote and fare quote history"
"passed","Tue Apr 04 20:46:55 IST 2023","Tue Apr 04 20:46:59 IST 2023","3701","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario3","Scenario3","Display a booking from a specific address (LNIATA) without recloc given"
"passed","Tue May 16 15:03:43 IST 2023","Tue May 16 15:03:48 IST 2023","4928","Default Suite","Copa_API_WebServices","MODULES.WAVE3.EncodeDecodeService.TestRunner","MODULES.WAVE3.EncodeDecodeService.TestRunner","Scenario1","Scenario1","Decode city code LAX"
"passed","Thu Feb 16 16:50:49 IST 2023","Thu Feb 16 16:50:54 IST 2023","4441","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario15","Scenario15","Restrict boarding"
"passed","Thu Feb 16 12:09:30 IST 2023","Thu Feb 16 12:09:35 IST 2023","5169","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario5","Scenario5","Error on block seat - Invalid seat number"
"passed","Wed Mar 15 12:59:30 IST 2023","Wed Mar 15 12:59:36 IST 2023","5570","Default Suite","Copa_API_WebServices","MODULES.WAVE3.ScreenTextService.TestRunner","MODULES.WAVE3.ScreenTextService.TestRunner","Scenario1","Scenario1","Send entry"
"passed","Tue Mar 28 12:30:07 IST 2023","Tue Mar 28 12:30:12 IST 2023","4918","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketControlService.TestRunner","MODULES.WAVE3.TicketControlService.TestRunner","Scenario1","Scenario1","Get control of one coupon of one ticket"
"passed","Tue Mar 21 13:50:25 IST 2023","Tue Mar 21 13:50:31 IST 2023","6569","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario7","Scenario7","Create a booking with 1 segment, 1 passenger, stored fare (1 fare basis code, base fare, not valid before/after date, fare calculation line, bagagge allowance, sale location, 1 free-flow remark, tour code and form of payment CASH) and time limit"
"passed","Wed Feb 15 11:17:06 IST 2023","Wed Feb 15 11:17:10 IST 2023","4570","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayLoyaltyAccountService.TestRunner","MODULES.WAVE3.DisplayLoyaltyAccountService.TestRunner","Scenario1","Scenario1","Display loyalty account"
"passed","Thu Feb 23 12:34:35 IST 2023","Thu Feb 23 12:34:40 IST 2023","4666","Default Suite","Copa_API_WebServices","MODULES.WAVE3.FlightDepartureInfoService.TestRunner","MODULES.WAVE3.FlightDepartureInfoService.TestRunner","Scenario2","Scenario2","Flight has one leg and OPEN status"
"passed","Wed Mar 08 11:32:00 IST 2023","Wed Mar 08 11:32:14 IST 2023","14144","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketingService.TestRunner","MODULES.WAVE3.TicketingService.TestRunner","Scenario1","Scenario1","Ticket a booking with one flight, one passenger with credit card form of payment"
"passed","Mon Mar 27 16:29:36 IST 2023","Mon Mar 27 16:29:36 IST 2023","918","Default Suite","Copa_API_WebServices","MODULES.WAVE3.ModifyTicketingService.TestRunner","MODULES.WAVE3.ModifyTicketingService.TestRunner","Scenario4","Scenario4","Refund Error - cancell all segments prior refund"
"passed","Tue Feb 14 18:10:56 IST 2023","Tue Feb 14 18:10:58 IST 2023","1773","Default Suite","Copa_API_WebServices","MODULES.WAVE3.PassengerListService.TestRunner","MODULES.WAVE3.PassengerListService.TestRunner","Scenario2","Scenario2","Multiple passenger list request"
"passed","Thu Feb 16 11:45:10 IST 2023","Thu Feb 16 11:45:14 IST 2023","4348","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario3","Scenario3","Assign aircraft"
"passed","Thu Feb 16 16:28:23 IST 2023","Thu Feb 16 16:28:28 IST 2023","5429","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario14","Scenario14","Add/Update/Delete board point messages"
"passed","Wed Apr 05 16:34:53 IST 2023","Wed Apr 05 16:35:03 IST 2023","9594","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario8","Scenario8","Display cancelled booking"
"passed","Tue May 16 14:55:35 IST 2023","Tue May 16 14:55:37 IST 2023","1960","Default Suite","Copa_API_WebServices","MODULES.WAVE3.EncodeDecodeService.TestRunner","MODULES.WAVE3.EncodeDecodeService.TestRunner","Scenario4","Scenario4","Request mutliple mixed messages of city, airport, airline, country and flight"
"passed","Mon Mar 06 16:08:14 IST 2023","Mon Mar 06 16:08:32 IST 2023","18383","Default Suite","Copa_API_WebServices","MODULES.WAVE3.EMDAirlineSystemUpdate.TestRunner","MODULES.WAVE3.EMDAirlineSystemUpdate.TestRunner","Scenario1","Scenario1","Association: EMD coupon 1 with ETKT coupon 1 (POS info)"
"passed","Tue Mar 28 18:58:04 IST 2023","Tue Mar 28 18:58:06 IST 2023","1694","Default Suite","Copa_API_WebServices","MODULES.WAVE3.AirScheduleService.TestRunner","MODULES.WAVE3.AirScheduleService.TestRunner","Scenario2","Scenario2","One request"
"passed","Thu Feb 16 16:16:20 IST 2023","Thu Feb 16 16:16:26 IST 2023","5256","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario13","Scenario13","Display board point messages"
"passed","Thu Feb 23 12:34:30 IST 2023","Thu Feb 23 12:34:35 IST 2023","5819","Default Suite","Copa_API_WebServices","MODULES.WAVE3.FlightDepartureInfoService.TestRunner","MODULES.WAVE3.FlightDepartureInfoService.TestRunner","Scenario1","Scenario1","Flight has two legs and NotOpen status"
"passed","Tue May 16 14:55:37 IST 2023","Tue May 16 14:55:38 IST 2023","1358","Default Suite","Copa_API_WebServices","MODULES.WAVE3.EncodeDecodeService.TestRunner","MODULES.WAVE3.EncodeDecodeService.TestRunner","Scenario5","Scenario5","Decode city code LAX specifying an agent sine and airport code for sign in"
"passed","Wed Mar 08 21:23:25 IST 2023","Wed Mar 08 21:23:43 IST 2023","17621","Default Suite","Copa_API_WebServices","MODULES.WAVE3.EMDAirlineSystemUpdate.TestRunner","MODULES.WAVE3.EMDAirlineSystemUpdate.TestRunner","Scenario2","Scenario2","Error ScreenText - Not allowed entry"
"passed","Tue Mar 21 21:26:50 IST 2023","Tue Mar 21 21:26:55 IST 2023","4919","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario12","Scenario12","Group booking"
"passed","Thu Feb 23 12:34:40 IST 2023","Thu Feb 23 12:34:45 IST 2023","4601","Default Suite","Copa_API_WebServices","MODULES.WAVE3.FlightDepartureInfoService.TestRunner","MODULES.WAVE3.FlightDepartureInfoService.TestRunner","Scenario3","Scenario3","The request has an invalid flight number"
"passed","Thu Feb 23 13:13:13 IST 2023","Thu Feb 23 13:13:20 IST 2023","6996","Default Suite","Copa_API_WebServices","MODULES.WAVE3.AuthorizationService.TestRunner","MODULES.WAVE3.AuthorizationService.TestRunner","Scenario1","Scenario1","Approval for Visa credit card"
"passed","Tue Feb 14 18:10:58 IST 2023","Tue Feb 14 18:11:03 IST 2023","5445","Default Suite","Copa_API_WebServices","MODULES.WAVE3.PassengerListService.TestRunner","MODULES.WAVE3.PassengerListService.TestRunner","Scenario3","Scenario3","Display the passenger list Inbound connection option"
"passed","Thu Feb 16 16:57:09 IST 2023","Thu Feb 16 16:57:17 IST 2023","7498","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario16","Scenario16","Remove boarding restriction"
"passed","Wed Mar 22 13:36:55 IST 2023","Wed Mar 22 13:36:59 IST 2023","4806","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario16","Scenario16","Add the Form Of Payment remark and the FOP in the stored fare"
"passed","Tue Mar 07 18:33:23 IST 2023","Tue Mar 07 18:33:34 IST 2023","10352","Default Suite","Copa_API_WebServices","MODULES.WAVE3.TicketingService.TestRunner","MODULES.WAVE3.TicketingService.TestRunner","Scenario8","Scenario8","Void Error - no valid coupons to void (ticket already voided)"
"passed","Wed Apr 05 19:43:08 IST 2023","Wed Apr 05 19:43:15 IST 2023","7205","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario12","Scenario12","FQTV search (multiple results)"
"passed","Tue Apr 11 15:56:44 IST 2023","Tue Apr 11 15:56:50 IST 2023","5728","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario19","Scenario19","Display booking history for CM flight"
"passed","Wed Mar 15 12:55:33 IST 2023","Wed Mar 15 12:55:38 IST 2023","4513","Default Suite","Copa_API_WebServices","MODULES.WAVE3.ModifyBookingService.TestRunner","MODULES.WAVE3.ModifyBookingService.TestRunner","Scenario1","Scenario1","Cancel Booking"
"passed","Mon Mar 13 13:01:58 IST 2023","Mon Mar 13 13:02:04 IST 2023","5676","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayLoyaltyAccountService.TestRunner","MODULES.WAVE3.DisplayLoyaltyAccountService.TestRunner","Scenario2","Scenario2","Display Partner Airline Elite member loyalty account"
"passed","Tue Mar 21 11:54:23 IST 2023","Tue Mar 21 11:54:30 IST 2023","7233","Default Suite","Copa_API_WebServices","MODULES.WAVE3.CreateBookingService.TestRunner","MODULES.WAVE3.CreateBookingService.TestRunner","Scenario1","Scenario1"," Create a booking with 1 segment, 1 passenger, stored fare, 1 telephone and ticketing"
"passed","Tue May 16 11:54:17 IST 2023","Tue May 16 11:54:22 IST 2023","5813","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario21","Scenario21","Advance Seat Assignment on a flight with multiple legs"
"passed","Thu Apr 06 16:12:09 IST 2023","Thu Apr 06 16:12:18 IST 2023","9014","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DisplayBookingService.TestRunner","MODULES.WAVE3.DisplayBookingService.TestRunner","Scenario17","Scenario17","Display booking history with canceling the booking"
"passed","Thu Feb 16 15:58:38 IST 2023","Thu Feb 16 15:58:43 IST 2023","5056","Default Suite","Copa_API_WebServices","MODULES.WAVE3.DepartureControlService.TestRunner","MODULES.WAVE3.DepartureControlService.TestRunner","Scenario11","Scenario11","Reinstate connecting passengers"
